日時,名称,PF,トピック,起源,背景,影響
2026-03-01 03:45,定額減税,N/A,"経済,政治,日常",2024年6月からの制度開始,所得税・住民税の減税が開始され給与明細で確認,減税額への期待と現実のギャップが話題に
2026-03-01 03:45,蓮舫氏 都知事選出馬,N/A,政治,記者会見での出馬表明,参議院議員の蓮舫氏が東京都知事選へ出馬,政策や過去発言が議論、ネットで賛否両論
2026-03-01 03:45,ホロライブ運動会,N/A,"VTuber,エンタメ",ホロライブプロダクション主催イベント,所属VTuber多数参加の運動会が6/8に開催,メンバーの活躍が話題、関連ハッシュタグがトレンドに
2026-03-01 03:45,原神 新キャラ,N/A,"ゲーム,エンタメ",原神公式からの新キャラクター情報,「クロリンデ」「シグウィン」詳細発表,キャラデザや性能予想で盛り上がり、イラスト多数
2026-03-02 03:21,猫ミーム,N/A,"動物,コメディ,ショート動画",海外の猫動画、日本のSNSで再編集,猫のコミカルな動きに音声を合わせる,多くの派生動画が作られ、SNSで拡散
2026-03-02 03:21,ずんだもん,N/A,"キャラクター,AI音声,合成音声",東北ずん子プロジェクト,AI音声合成ソフトのキャラクター,「〇〇なのだ」の語尾がSNSで流行
2026-03-02 03:21,きゅるるん,N/A,"音声,感情表現,ショート動画",TikTokのBGMや効果音,可愛らしさや魅力を表現する際に使用,多くのユーザーが動画で音源を使用
2026-03-02 03:21,〇〇が止まらない,N/A,"日常,感情,コメディ",SNS上の投稿、特にTikTok,ある行動や感情が抑えられない様子を表現,多くのユーザーが自身の状況に当てはめて使用
2026-03-02 03:21,スイカゲーム,N/A,"ゲーム,パズル,カジュアル",Aladdin X (Nintendo Switch),同じフルーツを合わせ大きくするパズル,スマホ版リリースで再び注目を集める
2026-03-02 03:47,猫ミーム,N/A,"動物,コメディ,日常",海外のショート動画,猫の動画にBGMやテロップを付け、日常の出来事を表現。,SNSで広く拡散、多くのユーザーが自身の体験を表現。
2026-03-02 03:47,鬼滅の刃 柱稽古編,N/A,"アニメ,漫画,ファン活動",吾峠呼世晴の漫画、ufotable制作アニメ,人気漫画のアニメ新シリーズ放送開始。毎週感想が活発。,関連ワードがXでトレンド入り。ファン間の交流が活発化。
2026-03-03 04:00,AIゆりこ,N/A,"政治, AI",小池百合子氏のAI動画,東京都知事選に向けたAI生成動画の公開,真偽議論、AI利用の是非、情報リテラシー
2026-03-03 04:00,ドリル優子,N/A,"政治, ネットスラング",蓮舫氏の過去の疑惑とネットミーム,蓮舫氏の都知事選出馬表明で再燃,過去の疑惑蒸し返し、政治家のイメージ
2026-03-03 04:00,はたらく細胞 実写化,N/A,"映画, アニメ, 漫画",映画「はたらく細胞」特報映像公開,人気漫画の実写映画化に期待と不安の声,漫画ファン、映画ファン間で大きな話題に
2026-03-03 04:00,きみに読む物語,N/A,"映画, ロマンス",テレビ放送、配信サービスでの再注目,感動的なラブストーリーとして再評価,映画の感想や名シーンがSNSで共有
2026-03-03 04:00,#AIと著作権,N/A,"AI, 著作権, 法律",AI生成コンテンツの増加と法整備の議論,AI技術の進化に伴う著作権侵害の懸念,クリエイターや法曹界で活発な議論
2026-03-04 04:03,定額減税,N/A,"政治,経済,生活",日本政府の経済対策,2024年6月1日より実施された所得税・住民税の減税,多くの国民がSNSで減税額や制度への意見を表明
2026-03-04 04:03,梅雨入り,N/A,"天気,季節,生活",日本各地の気象庁による発表,6月上旬から中旬にかけて各地で梅雨入りが発表される,SNSで梅雨への不満や対策、関連商品の話題が増加
2026-03-04 04:03,プロ野球交流戦,N/A,"スポーツ,野球",日本プロ野球の公式戦,セ・パ両リーグのチームが対戦する特別期間,ファンが試合結果や選手についてSNSで熱く議論
2026-03-04 04:03,ねるねるねるねCM,N/A,"懐かしさ,お菓子,CM",クラシエフーズの知育菓子CM,昔のCMがSNSで話題になり、懐かしむ声多数,CMのキャラクターやフレーズが再注目された
2026-03-04 04:03,これだから〇〇は構文,N/A,"言葉,ネットスラング",ネット掲示板など,特定の集団や属性を揶揄する際に使われる定型句,多くのユーザーが様々な文脈でこの構文を使用
2026-03-05 04:02,猫ミーム,N/A,"動物,コメディ,動画","海外のSNS (TikTok, YouTube)",猫の動画に人間のような表情や行動を合成し、特定のBGMをつけた短い動画,日本でも様々なバリエーションが作られ、日常の出来事を表現する手段として人気
2026-03-05 04:02,ずんだもん構文,N/A,"AI,キャラクター,解説",東北ずん子プロジェクトのキャラクター、AI音声合成ソフト,ずんだもんのAI音声で、独特の口調で物事を解説・煽る動画が流行,YouTubeやXで様々なテーマの解説動画が作られ、人気を博している
2026-03-05 04:02,おぱんちゅうさぎ,N/A,"キャラクター,イラスト,コメディ",イラストレーター「可哀想に！」氏によるキャラクター,頑張り屋だが報われないうさぎのキャラクター。共感を呼ぶ,グッズ展開やコラボ多数。SNSで日常の「不憫」な状況を表現する際に使用
2026-03-05 04:02,都知事選ポスター,N/A,"政治,選挙,社会",2024年東京都知事選挙の候補者ポスター掲示,多数の候補者が個性的なポスターを掲示し、SNSで話題に,ポスターの多様性や奇抜さが注目され、候補者や選挙への関心が高まる
