日時,名称,PF,トピック,起源,背景,影響
2026-04-01 04:13,#あなたを構成する5つの要素,N/A,"自己紹介,診断,ライフスタイル",X (Twitter)上のハッシュタグ発信,ユーザーが自分を形成する5つの要素を挙げる,多くのユーザーが参加し、自己開示や共感を生んだ
2026-04-01 04:13,ドリルカラマリ,N/A,"ゲーム,スプラトゥーン3",スプラトゥーン3の2024夏Sizzle Seasonで登場,地中に潜るイカ型ドリル。見た目と性能が話題に,プレイヤー間で性能評価やファンアートが多数投稿
2026-04-02 03:47,Bling-Bang-Bang-Born,N/A,"音楽,アニメ,ダンス",アニメ「マッシュル-MASHLE-」OP曲,独特なダンスと共にTikTokで大流行した楽曲。,多くのユーザーがダンス動画を投稿し、世界的ヒットに。
2026-04-02 03:47,猫ミームBGM (Happy Happy Happy),N/A,"動物,音楽,コメディ",海外の猫ミーム動画,陽気なBGMが猫のコミカルな動きと合致。,日常の失敗談や面白い状況を表現する際に多用。
2026-04-02 03:47,パツパツ,N/A,"ファッション,日常,体型",TikTokやXでのファッション関連動画,身体にフィットしすぎた服の様子を指す言葉。,自虐ネタや共感を呼ぶ投稿で
2026-04-02 04:15,ドミノ・ピザの裏技,N/A,"グルメ,節約,ライフハック",SNSユーザー間の情報共有,ドミノ・ピザのクーポンやキャンペーンを最大限活用する方法,注文方法の工夫、情報拡散、他社への影響も
2026-04-02 04:15,特定外来生物の発見,N/A,"環境,生物,社会問題",ニュース報道、SNSでの共有,アライグマやオオキンケイギクなどの外来生物の増加,注意喚起、情報共有、自治体への問い合わせ
2026-04-02 04:15,蓮舫氏の公約,N/A,"政治,選挙,都知事選",記者会見、SNSでの報道,東京都知事選挙への立候補表明と政策発表,政策議論、選挙への関心、SNSでの賛否
2026-04-03 04:07,猫ミーム,N/A,"動物,動画,インターネット文化","TikTok,海外発祥",猫の動画を組み合わせて日常の出来事を表現。,日常の出来事を面白おかしく表現する手段。
2026-04-03 04:07,例のプール,N/A,"聖地巡礼,TikTok,写真","TikTok,YouTube",AV撮影などで使われたプールが一般開放。,若者が独特の雰囲気で撮影しSNSに投稿。
2026-04-03 04:07,AIアバター作成,N/A,"AI,写真加工,アプリ","Lemon8,SNOWなどの画像加工アプリ",AIで自分の写真をアニメ風などに加工する機能。,自分の新しい姿を楽しむ投稿が多数。
2026-04-03 04:07,#GWの思い出,N/A,"旅行,イベント,ライフスタイル","X (Twitter),SNS全般",GW期間中の体験や写真を共有するハッシュタグ。,ユーザーが体験を共有し、共感や情報交換。
2026-04-04 03:59,猫ミーム,N/A,"動物,動画,インターネット文化",海外の短い猫動画,特定のBGMと猫の表情が日常の出来事を表現。,様々な状況を表現する動画がSNSで拡散。
2026-04-04 03:59,おぱんちゅううさぎ (コラボ),N/A,"キャラクター,グッズ,カフェ",可哀想に！氏のイラスト,独特の世界観と共感呼ぶ表情が人気。コラボ多数。,SNSでグッズ報告、カフェ体験共有が活発。
2026-04-04 03:59,スイカゲーム,N/A,"ゲーム,パズル",Aladdin Xのプロジェクター内蔵ゲーム,シンプルなルールと中毒性で人気。,高得点やプレイ動画がSNSで共有され続ける。
2026-04-05 03:55,石丸伸二演説,N/A,"政治,選挙,社会",東京都知事選候補者・石丸伸二氏の街頭演説,論理的で歯に衣着せぬ物言い、聴衆との質疑応答スタイル,SNSで演説動画が拡散、若者を中心に支持拡大、関連ミーム発生
2026-04-05 03:55,ニンテンドーダイレクト,N/A,"ゲーム,エンタメ",任天堂が2024年6月18日に配信した新作情報番組,『ゼルダ』『マリオ』など人気シリーズ新作発表への期待,Xでトレンド1位、関連ワード多数、期待の声がSNSを席巻
2026-04-05 03:55,2番じゃダメなんですか,N/A,"政治,選挙,過去発言",蓮舫氏の過去発言が都知事選で再注目,候補者としての資質を問う文脈で、過去の発言が掘り起こされた,SNSで賛否両論の議論、ミームとして再利用される
2026-04-05 03:55,バレーボールVNL,N/A,"スポーツ,バレーボール",バレーボールネーションズリーグ2024での日本代表の活躍,男子日本代表の快進撃、選手個人の魅力、熱い試合展開,SNSでトレンド入り、応援コメント多数、注目度向上
2026-04-06 03:57,猫ミーム,N/A,"動物,コメディ,動画",海外のSNS,様々な猫の動画に音源やテロップを付けた短い動画。感情表現が豊かで共感を呼ぶ。,XやTikTokで多数派生し、日常の出来事を猫で表現する文化が定着。
2026-04-06 03:57,○○するやつだいたい友達,N/A,"日常,共感,人間関係",X (旧Twitter),あるあるな行動を挙げ、「○○するやつだいたい友達」と締めくくる投稿形式。,多くのユーザーが自身の経験を基に投稿し、共感と笑いを呼んだ。
2026-04-06 03:57,特定の人にしか聞こえない音,N/A,"音響,錯覚,エンタメ",TikTok,高周波音など、年齢や聴力で聞こえ方が異なる音源を共有する動画。,聞こえるか否かで盛り上がり、友人や家族間で試される現象が多発。
